"套餐类型","套餐ID","套餐名称","套餐生效","失效时间","201905账期出账金额","201905账期出账用户数"
"BSS移动","88123413","4G全国套餐-396元","2016/7/1","2050/12/31","5304.4","18"
"BSS移动","82971056","本地版共享套餐-2G移动成员套内产品(市区)","2016/8/1","2050/12/31","148650.96","5327"
"BSS移动","99006235","流量王-76元档套餐（后付费）","2016/12/1","2050/12/31","7764.2","232"
"BSS移动","99006237","津福到家-10元全国流量任性用","2018/4/1","2050/12/31","20","2"
"BSS移动","82960290","海泰承接-智慧沃家共享套餐（包年/包两年版）手机成员产品","2018/11/1","2050/12/31","10","1"
"BSS移动","13000002","畅爽冰激凌套餐-199元/月（政企）","2019/1/1","2050/12/31","80030.04","456"
"BSS移动","10000030","喜相逢东丽卡","2003/1/17","2050/1/1","660.6","17"
"BSS移动","10000093","石化公务卡","2004/5/17","2050/1/1","0","0"
"BSS移动","10000094","石化卓越联合卡","2004/5/17","2050/1/1","0","0"
"BSS移动","10000061","GSM公务套餐","2006/4/10","2050/1/1","11344.06","161"
"BSS移动","10000020","国信真情卡","2002/7/17","2050/1/1","0","0"
"BSS移动","10000105","GSM蓟县单向卡","2005/5/20","2050/1/1","0","0"
"BSS移动","10000039","超级自由卡","2003/4/16","2050/1/1","120.4","1"
"BSS移动","30000014","新休闲卡","2004/5/24","2050/1/1","4716.52","289"
"BSS移动","40000021","两网通真情卡","2002/7/17","2050/1/1","0","0"
"BSS移动","40000032","员工卡9(600元)","2002/7/17","2050/1/1","0","0"
"BSS移动","99002142","WCDMA(3G)-226元基本套餐-A","2009/9/9","2050/1/1","237059.71","1065"
"BSS移动","10000114","公务卡45短信版","2005/4/15","2050/1/1","0","0"
"BSS移动","10000086","至尊98","2007/1/1","2050/1/1","0","0"
"BSS移动","10000064","GSM公务30套餐","2008/12/25","2050/1/1","11162.02","258"
"BSS移动","10000068","商旅卡300GSM","2006/3/24","2050/1/1","0","0"
"BSS移动","30000026","集团知音卡","2007/10/14","2050/1/1","51.3","1"
"BSS移动","10000088","至尊158","2007/1/1","2050/1/1","0","0"
"BSS移动","20000007","星光卡","2003/8/29","2050/1/1","150.05","3"
"BSS移动","10000048","单向喜相逢静海卡","2004/4/12","2050/1/1","0","0"
"BSS移动","10000062","GSM工薪卡45","2007/3/1","2050/1/1","55.2","1"
"BSS移动","10000010","标准计费方案","2002/5/23","2050/1/1","255.27","1"
"BSS移动","30000010","无月租标准计费方案","2002/5/23","2050/1/1","0","0"
"BSS移动","40000020","集团(VPN)卡","2002/7/17","2050/1/1","0","0"
"BSS移动","40000025","员工卡7(200元)","2002/7/17","2050/1/1","0","0"
"BSS移动","30000008","新IP无线公话超市卡","2007/3/10","2050/1/1","0","0"
"BSS移动","10000013","本地通","2002/5/23","2050/1/1","166.6","2"
"BSS移动","40000002","奥运卡2(150-300)","2002/7/17","2050/1/1","0","0"
"BSS移动","40000014","员工卡2(100元)","2002/7/17","2050/1/1","0","0"
"BSS移动","10000002","GSM心连心50（双模）","2006/6/1","2050/1/1","125.1","3"
"BSS移动","10000009","公务卡78优惠版","2005/4/15","2050/1/1","0","0"
"BSS移动","30000040","吉祥卡(津南)","2006/9/1","2050/1/1","0","0"
"BSS移动","10000085","至尊78","2007/1/1","2050/1/1","0","0"
"BSS移动","10000042","单向喜相逢滨海卡","2004/4/12","2050/1/1","0","0"
"BSS移动","30000033","吉祥卡(宁河)","2006/9/11","2050/1/1","2451.5","79"
"BSS移动","30000042","吉祥卡(北辰)","2006/9/1","2050/1/1","0","0"
"BSS移动","99000230","3G-基本套餐1686","2000/1/1","2050/1/1","0","0"
"BSS移动","99002138","WCDMA(3G)-96元基本套餐-A","2009/9/9","2050/1/1","1823036.04","18136"
"BSS移动","99002139","WCDMA(3G)-126元基本套餐-A","2009/9/9","2050/1/1","476221.79","3813"
"BSS移动","99002135","3G-套餐减半443","2000/1/1","2050/1/1","0","0"
"BSS移动","99002309","WCDMA(3G)-286元iPhone套餐","2000/1/1","2050/1/1","104265.85","337"
"BSS移动","78000018","WCDMA(3G)-156元基本套餐A(OCS)","2009/9/9","2050/1/1","0","0"
"BSS移动","78000019","WCDMA(3G)-186元基本套餐A(OCS)","2009/9/9","2050/1/1","0","0"
"BSS移动","78000027","WCDMA(3G)-无线上网卡300元套餐(OCS)","2009/9/9","2050/1/1","0","0"
"BSS移动","78000029","WCDMA(3G)-66元学生套餐(OCS)","2009/10/1","2050/1/1","0","0"
"BSS移动","78000034","WCDMA(3G)-586元基本套餐A(OCS)","2009/9/9","2050/1/1","0","0"
"BSS移动","78000035","WCDMA(3G)-886元基本套餐A(OCS)","2009/9/9","2050/1/1","0","0"
"BSS移动","99003577","WCDMA(3G)-66元基本套餐B","2000/1/1","2050/1/1","318942.44","4036"
"BSS移动","99003580","WCDMA(3G)-186元基本套餐B","2000/1/1","2050/1/1","348207.81","1943"
"BSS移动","30000050","GSM无线通信话吧","2003/2/24","2050/1/1","300","10"
"BSS移动","20000502","行业短信A类产品","2010/6/2 20:00:00","2050/12/31","45249.13","5"
"BSS移动","87990046","WCDMA(3G)-本地上网卡150元套餐(OCS)","2009/9/9","2050/1/1","0","0"
"BSS移动","89993578","WCDMA(3G)-126元基本套餐B(OCS)","2010/8/11 15:40:35","2050/12/31","0","0"
"BSS移动","82990001","上网卡20元(组合使用)","2010/7/27 21:14:34","2050/12/31","20","1"
"BSS移动","85992038","亲情套餐3G上网卡(开户使用)","2010/9/28 17:30:35","2050/12/31","0","0"
"BSS移动","23000114","共享时长(1+1+1+3)市区69元ADSL限时套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000116","共享时长(1+0+1+3)市区69元套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000155","共享时长(1+0+1+1)区县39元灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000159","共享时长(1+0+1+2)市区49元灵通升级2G","2011/4/1","2050/12/31","54","3"
"BSS移动","23001113","灵通升级-亲情无线区县(144元)","2011/4/1","2050/12/31","170.76","3"
"BSS移动","23001127","灵通升级-亲情随身区县(99元)","2011/4/1","2050/12/31","1227.99","20"
"BSS移动","99005948","WCDMA(3G)-预付费无线上网卡50元套餐(OCS)","2011/5/1","2050/1/1","0","0"
"BSS移动","99005944","WCDMA(3G)-预付费无线上网卡300元套餐(OCS)","2011/5/1","2050/1/1","0","0"
"BSS移动","23000040","3G36/46元套餐校园部落Femto上网卡（15元）","2011/8/1","2050/12/31","9","1"
"BSS移动","87990036","数据卡专属套餐1","2011/5/1","2050/1/1","0","0"
"BSS移动","87990037","数据卡专属套餐2","2011/5/1","2050/1/1","0","0"
"BSS移动","89990069","2GOCS团圆套餐（长途卡）","2011/11/1","2050/1/1","398.1","8"
"BSS移动","10995886","2GOCS老如意通亲情套餐产品","2011/11/1","2050/12/31","0","0"
"BSS移动","89993584","WCDMA(3G)-66元基本套餐C(OCS)","2011/3/1","2050/12/31","0","0"
"BSS移动","88990001","2GOCS大众卡26元套餐","2009/9/9","2050/1/1","132758.83","3382"
"BSS移动","82951006","亲情无线手机版2G成员产品(市区)","2011/1/1","2050/12/31","402375.62","12886"
"BSS移动","81001578","区县版亲情在线（无线宽带版B）","2010/11/1","2050/1/1","0","0"
"BSS移动","81001580","区县版亲情在线（无线宽带版D）","2010/11/1","2050/1/1","0","0"
"BSS移动","99103582","3G预付费20元包1（预存50）","2012/5/1","2050/12/31","0","0"
"BSS移动","88105455","中国人寿国寿E家项目专用数据卡126元产品包","2012/8/1","2050/12/31","0","0"
"BSS移动","99005800","集团专属3G标准产品-小流量数据卡10元包50M定向流量套餐","2012/8/1","2050/1/1","11494.39","1062"
"BSS移动","99005809","集团专属3G标准产品-大流量数据卡30元包500M定向流量套餐","2012/8/1","2050/1/1","33921.9","1120"
"BSS移动","99005816","集团专属3G标准产品-大流量数据卡200元包7GB定向流量套餐","2012/8/1","2050/1/1","800","4"
"BSS移动","99102143","3G-预付费HSPA+无线上网卡80元套餐（省分）","2012/4/1","2050/1/1","0","0"
"BSS移动","99104645","3G预付费20元套餐","2012/7/1","2050/12/31","6600.23","295"
"BSS移动","82961017","亲情随身加装增值免费享受版套餐2G成员B角色产品","2012/7/1","2050/12/31","0","0"
"BSS移动","80010033","3G副卡","2013/7/1","2050/1/1","5","1"
"BSS移动","99106908","天津2G/3G融合-大众卡56套餐","2013/3/1","2050/12/31","0","0"
"BSS移动","99106103","3G预付费126B套餐-天津","2012/9/1","2050/12/31","0","0"
"BSS移动","82971036","沃家庭自由版2G成员产品(市区)","2012/9/1","2050/12/31","12411.61","408"
"BSS移动","88108745","广告传媒行业数据卡专属套餐2-40元","2013/5/1","2050/1/1","0","0"
"BSS移动","80001173","美加港新定向卡","2013/11/1","2050/12/31","0","0"
"BSS移动","99114162","天津2G/3G融合-36元套餐-预付费","2013/10/1","2050/12/31","8530.82","157"
"BSS移动","99112883","后付费沃派56元套餐","2013/8/1","2050/12/31","0","0"
"BSS移动","88114145","行业应用12元包200MB国内定向套餐","2014/1/1","2050/12/31","0","0"
"BSS移动","87990077","美加港新定向卡","2014/1/1","2050/1/1","0","0"
"BSS移动","99117048","全国2G/3G融合-33元预付费套餐","2014/3/1","2050/12/31","0","0"
"BSS移动","88109626","行业应用70元包3GB定向数据流量","2014/3/1","2050/1/1","0","0"
"BSS移动","82990060","大流量本地定向数据卡50元包5GB流量","2014/7/1","2050/12/31","0","0"
"BSS移动","87990083","三星预置上网卡(OCS)","2014/9/1","2050/1/1","0","0"
"BSS移动","88118007","互动宝宝项目异网用户0元主套餐","2014/8/1","2050/1/1","460506.9","240"
"BSS移动","88117513","邮政集团专属104元3G套餐","2014/9/1","2050/12/31","0","0"
"BSS移动","23000523","迁网不改号-2G 亲情套餐20元包150分钟","2014/10/1","2050/12/31","0","0"
"BSS移动","82990089","集团专属3G标准产品-小流量数据卡3元包12M（套内封顶）定向流量套餐","2015/7/1","2050/12/31","3","1"
"BSS移动","82990191","广告传媒行业上网卡25元800MB全国流量","2015/11/1","2050/12/31","0","0"
"BSS移动","88120379","苏宁物流自提柜小流量72元包2GB国内公网流量套餐","2016/3/1","2050/12/31","0","0"
"BSS移动","88120381","苏宁物流自提柜小流量8元包150MB省内公网流量套餐（已升级为全国流量）","2016/3/1","2050/12/31","0","0"
"BSS移动","82998721","集客4G本地行业套餐70元（已升级为全国流量）（已升级为全国流量）","2016/4/1","2050/12/31","1966.47","28"
"BSS移动","88123411","4G全国套餐-196元","2016/7/1","2050/12/31","169794.47","1179"
"BSS移动","88123414","4G全国套餐-596元","2016/7/1","2050/12/31","8314.3","16"
"BSS移动","88123415","畅爽全国冰激凌套餐98元","2017/5/1","2050/12/31","2577596.79","28397"
"BSS移动","99118471","沃派流量王（2017版）","2017/7/1","2050/12/31","1481.21","23"
"BSS移动","88123446","畅爽全国冰激凌套餐99元","2017/12/27 22:44:12","2050/12/31","45010.56","470"
"BSS移动","99006238","津福到家-20元全国流量任性用","2018/4/1","2050/12/31","20","1"
"BSS移动","82998934","沃派小王卡","2018/7/1","2050/12/31","486.3","27"
"BSS移动","20000017","新势力校园套餐","2006/10/1","2050/1/1","362.72","8"
"BSS移动","10000011","全球漫游卡","2002/5/23","2050/1/1","0","0"
"BSS移动","30000038","吉祥卡(大港)","2006/9/1","2050/1/1","0","0"
"BSS移动","10000075","尊贵200","2005/7/15","2050/1/1","846.29","4"
"BSS移动","30000046","金盾定位卡","2006/5/1","2050/1/1","0","0"
"BSS移动","10000079","公务套餐80","2009/2/1","2050/1/1","3296.24","33"
"BSS移动","10000115","公务卡45来显版","2005/4/15","2050/1/1","204.76","4"
"BSS移动","40000006","FR4","2002/7/17","2050/1/1","0","0"
"BSS移动","40000029","任我行888卡","2002/7/17","2050/1/1","0","0"
"BSS移动","10000091","世界风156","2007/8/20","2050/1/1","0","0"
"BSS移动","40000036","商务卡","2003/4/21","2050/1/1","0","0"
"BSS移动","40000037","GSM新无线公话","2004/3/22","2050/1/1","0","0"
"BSS移动","10000045","单向喜相逢大港卡","2004/4/12","2050/1/1","0","0"
"BSS移动","10000059","GSM集团50卡","2003/9/16","2050/1/1","9861.55","153"
"BSS移动","40000010","天分折扣方案2(200元)","2002/7/17","2050/1/1","0","0"
"BSS移动","10000006","GSM漫游卡400（双模）","2006/6/1","2050/1/1","0","0"
"BSS移动","10000108","GSM宁河单向卡","2005/5/20","2050/1/1","89.2","2"
"BSS移动","30000045","标准套餐（休闲卡）","2007/12/1","2050/1/1","0","0"
"BSS移动","20000013","UP新势力A卡(G网)","2005/3/10","2050/1/1","0","0"
"BSS移动","40000019","银行卡(套餐二)","2002/7/17","2050/1/1","0","0"
"BSS移动","10000107","GSM武清单向卡","2005/5/20","2050/1/1","160.6","4"
"BSS移动","30000018","团圆套餐（长途卡测试）","2008/9/10","2050/1/1","0","0"
"BSS移动","40000044","新势力时尚产品（GSM）","2006/5/1","2050/1/1","0","0"
"BSS移动","10000015","银行卡(分忙闲)","2002/5/23","2050/1/1","0","0"
"BSS移动","20000015","UP新势力V卡GSM","2005/11/1","2050/1/1","0","0"
"BSS移动","99000228","3G-基本套餐586","2000/1/1","2050/1/1","0","0"
"BSS移动","99002140","WCDMA(3G)-156元基本套餐-A","2009/9/9","2050/1/1","311608.55","2112"
"BSS移动","99002141","WCDMA(3G)-186元基本套餐-A","2009/9/9","2050/1/1","835028.2","4888"
"BSS移动","99002305","WCDMA(3G)-126元iPhone套餐","2000/1/1","2050/1/1","10912.53","79"
"BSS移动","99002311","WCDMA(3G)-586元iPhone套餐","2000/1/1","2050/1/1","121945.76","217"
"BSS移动","99000300","WCDMA(3G)-无线上网卡150元套餐","2009/9/9","2050/1/1","21630","169"
"BSS移动","99000301","WCDMA(3G)-无线上网卡200元套餐","2009/9/9","2050/1/1","8852.5","44"
"BSS移动","78000028","WCDMA(3G)-无线上网卡80元套餐(OCS)","2009/9/9","2050/1/1","0","0"
"BSS移动","78000002","WCDMA(3G)-226元基本套餐A(OCS)","2009/9/9","2050/1/1","0","0"
"BSS移动","81090014","商机在沃-3G手机套餐226月租-成员套餐","2009/12/29","2050/1/1","22981.43","91"
"BSS移动","81090016","商机在沃-上网卡月租20-成员套餐","2009/12/29","2050/1/1","21223.47","1037"
"BSS移动","99003576","WCDMA(3G)-96元基本套餐B","2000/1/1","2050/1/1","3194110.56","31331"
"BSS移动","99003586","沃3G预付费36元套餐(OCS)","2000/1/1","2050/1/1","414.87","5"
"BSS移动","85000055","GSM如意大众卡26（军旅版）","2006/5/1","2050/1/1","1636.23","38"
"BSS移动","31090001","世界风156(长话一费制)","2009/12/30","2050/12/31","0","0"
"BSS移动","31090004","吉祥卡(武清)(长话一费制)","2009/12/30","2050/12/31","3560.86","97"
"BSS移动","89993576","WCDMA(3G)-96元基本套餐B(OCS)","2010/8/11 15:40:34","2050/12/31","1798.4","15"
"BSS移动","89993580","WCDMA(3G)-186元基本套餐B(OCS)","2010/8/11 15:40:35","2050/12/31","0","0"
"BSS移动","82990003","上网卡20元(G360开户使用)","2010/7/27 21:14:37","2050/12/31","0","0"
"BSS移动","82990020","行业应用年付费120元1G专网无线上网卡产品A1套餐","2010/9/28 1:29:26","2050/12/31","0","0"
"BSS移动","23000107","共享时长(1+0+1+3)区县89元套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000108","共享时长(1+1+1+3)区县89元ADSL包月套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000109","共享时长(1+0+1+3)市区49元套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000110","共享时长(1+0+1+3)区县49元套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000115","共享时长(1+1+1+3)市区69元ADSL包月套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000119","共享时长(1+1+1+3)市区49元ADSL限时套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000129","共享时长(1+1+1+3)市区39元ADSL限时套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000133","共享时长(1+1+1+3)区县39元ADSL包月套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000137","共享时长(1+1+1+1)市区49元ADSL包月灵通升级2G","2011/4/1","2050/12/31","584.56","32"
"BSS移动","23000141","共享时长(1+1+1+1)区县49元ADSL包月灵通升级2G","2011/4/1","2050/12/31","30","2"
"BSS移动","23000143","共享时长(1+1+1+2)市区39元ADSL限时灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000145","共享时长(1+1+1+2)市区49元ADSL限时灵通升级2G","2011/4/1","2050/12/31","18","1"
"BSS移动","23000147","共享时长(1+1+1+2)市区69元ADSL限时灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000151","共享时长(1+1+1+2)区县69元ADSL包月灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000156","共享时长(1+0+1+1)区县49元灵通升级2G","2011/4/1","2050/12/31","30.24","2"
"BSS移动","23000157","共享时长(1+0+1+1)区县69元灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000160","共享时长(1+0+1+2)市区69元灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23001104","灵通升级-亲情随身市区(106元)","2011/4/1","2050/12/31","3003.26","67"
"BSS移动","23001111","灵通升级-亲情无线市区C(136元)","2011/4/1","2050/12/31","0","0"
"BSS移动","23001112","灵通升级-亲情无线市区C(76元)","2011/4/1","2050/12/31","199.98","10"
"BSS移动","23001118","灵通升级-亲情无线区县(104元)","2011/4/1","2050/12/31","75.44","3"
"BSS移动","23001124","灵通升级-亲情无线市区B(86元)","2011/4/1","2050/12/31","530.44","25"
"BSS移动","23001125","灵通升级-亲情无线市区C(66元)","2011/4/1","2050/12/31","794.38","48"
"BSS移动","23000163","灵通升级-2G月租15元（赠来显）","2011/11/1","2050/12/31","0","0"
"BSS移动","89990081","2GOCS吉祥卡(宝坻)","2011/10/1","2050/1/1","811.84","27"
"BSS移动","99005960","3G-预付费HSPA+无线上网卡150元套餐","2011/5/1","2050/1/1","0","0"
"BSS移动","82961013","亲情随身手机版29元2G成员产品(区县)","2011/12/1","2050/12/31","0","0"
"BSS移动","82990028","数据卡专属套餐3成员","2011/5/1","2050/12/31","0","0"
"BSS移动","89990070","2GOCS团圆套餐（长途卡测试）","2011/11/1","2050/1/1","0","0"
"BSS移动","82990026","行业应用共享流量专网无线上网卡40元成员套餐","2011/1/1","2050/12/31","22216.3","555"
"BSS移动","87990034","行业应用小流量专网无线上网卡A1套餐","2011/1/1","2050/1/1","11190.49","1084"
"BSS移动","88990009","2GOCS大众卡46元套餐","2009/9/9","2050/1/1","27648.54","330"
"BSS移动","99005050","WCDMA(3G)-66元基本套餐C","2010/12/1","2050/1/1","697.09","6"
"BSS移动","87990039","WCDMA(3G)-本地后付费上网卡50元1G套餐","2011/6/1","2050/1/1","0","0"
"BSS移动","85995001","行业应用大流量专网无线上网卡A2套餐","2010/10/1","2050/1/1","300","3"
"BSS移动","82990022","行业应用共享流量专网无线上网卡35元成员套餐","2010/12/14 21:05:54","2050/12/31","0","0"
"BSS移动","82961006","亲情随身手机版49元2G成员产品(区县)","2011/1/1","2050/12/31","47642.69","1681"
"BSS移动","88990110","2GOCS长途卡","2009/9/9","2050/1/1","78.26","4"
"BSS移动","81001572","无线宽带","2010/11/1","2050/1/1","0","0"
"BSS移动","81001577","区县版亲情在线（无线宽带版A）","2010/11/1","2050/1/1","0","0"
"BSS移动","80010013","灵通升级-2G50元包月(2000分钟)","2009/9/9","2050/1/1","380845.73","7146"
"BSS移动","80010036","灵通升级-2G清爽绿风","2009/9/9","2050/1/1","16588.13","800"
"BSS移动","99005978","3G-66元预付费套餐A(OCS)","2011/5/1","2050/12/31","1436.02","13"
"BSS移动","99005884","WCDMA(3G)-66元iPhone套餐","2011/4/1","2050/12/31","8346.51","78"
"BSS移动","99005799","集团专属3G标准产品-小流量数据卡5元包20M定向流量套餐","2012/8/1","2050/1/1","19632.33","3825"
"BSS移动","99102102","沃3G 21M省分预付费无线上网卡产品包5","2012/4/1","2050/1/1","0","0"
"BSS移动","82990046","行业应用共享流量专网无线上网卡产品A4套餐1G成员产品","2012/2/1","2050/12/31","0","0"
"BSS移动","99108522","96元3G预付费套餐A","2013/2/1","2050/12/31","833.93","5"
"BSS移动","82971045","石化融合随身2G版2G成员产品","2013/4/1","2050/12/31","0","0"
"BSS移动","88109242","行业应用80元包5GB本地定向流量套餐","2013/4/1","2050/12/31","400","5"
"BSS移动","87990063","WCDMA(3G)-本地无线上网卡480元半年卡套餐(OCS)","2013/7/1","2050/1/1","1920.66","24"
"BSS移动","99114163","天津2G/3G融合-36元套餐-后付费","2013/10/1","2050/12/31","40348.95","876"
"BSS移动","99114164","天津2G/3G融合-46元套餐-预付费","2013/10/1","2050/12/31","8321.88","97"
"BSS移动","99114167","天津2G/3G融合-56元套餐-后付费","2013/10/1","2050/12/31","8391.45","82"
"BSS移动","99114168","天津2G/3G融合-76元套餐-预付费","2013/10/1","2050/12/31","1572.96","13"
"BSS移动","99114171","天津2G/3G融合-126元套餐-后付费","2013/10/1","2050/12/31","874.1","6"
"BSS移动","40000004","免市内通话费","2002/7/17","2050/1/1","0","0"
"BSS移动","88110785","中小企业专属-3G省内语音流量50元套餐","2013/8/1","2050/12/31","162996.15","2422"
"BSS移动","87990076","韩国定向卡","2014/1/1","2050/1/1","0","0"
"BSS移动","87990081","行业应用年付费本地流量A1套餐(OCS)","2014/6/1","2050/1/1","0","0"
"BSS移动","88118005","互动宝宝教师专用0元包4G省内定向流量套餐","2014/8/1","2050/1/1","249475.77","210"
"BSS移动","88117510","邮政集团专属44元3G套餐","2014/9/1","2050/12/31","0","0"
"BSS移动","88117519","邮政集团专属5元包30M省内定向流量套餐","2014/9/1","2050/12/31","0","0"
"BSS移动","82990077","行业应用共享流量公网网无线上网卡产品B1套餐成员产品","2015/3/1","2050/12/31","19440","243"
"BSS移动","82990088","行业应用电力抄表资费","2015/6/1","2050/12/31","23887.3","3980"
"BSS移动","88120375","苏宁物流自提柜小流量8元包100MB国内公网流量套餐","2016/3/1","2050/12/31","0","0"
"BSS移动","82998723","集客4G本地行业套餐20元（已升级为全国流量）（已升级为全国流量）","2016/4/1","2050/12/31","952.44","22"
"BSS移动","82998714","集客4G本地行业套餐30元（已升级为全国流量）（已升级为全国流量）","2016/4/1","2050/12/31","464.7","23"
"BSS移动","82990274","行业应用财政局CA套餐4-预付费","2016/6/1","2050/12/31","0","0"
"BSS移动","82998820","老年关护卡-30元4G本地行业套餐（已升级为全国流量）（已升级为全国流量）","2016/11/1","2050/12/31","0","0"
"BSS移动","99006233","流量王-36元档套餐（后付费）","2016/12/1","2050/12/31","318.2","9"
"BSS移动","82998936","全国畅爽冰激凌套餐-99元","2018/7/1","2050/12/31","1846347.78","73705"
"BSS移动","99118513","日租卡（18元）","2018/6/1","2050/12/31","1335.52","90"
"BSS移动","82960291","诚悦承接-智慧沃家共享套餐（包年版）手机成员产品","2018/11/1","2050/12/31","0","0"
"BSS语音增值业务","82992604","400业务—-信息导航400业务D类优质号码3000元套餐","2011/4/1","2050/12/31","0","0"
"BSS互联网","82981004","沃家庭套餐宽带成员产品(区县)","2010/11/1","2050/12/31","0","0"
"BSS无线市话","80004230","时尚津灵通后付费","2009/9/9","2050/1/1","0","0"
"BSS无线市话","80004394","大众通B后付费","2009/9/9","2050/1/1","0","0"
"BSS固定电话","82971002","亲情1+3G版B1计划96元以上固话成员产品(区县)","2010/12/1","2050/12/31","88.96","17"
"BSS固定电话","82971004","亲情1+3G版B2计划300分钟96元以上固话成员产品(区县)","2010/12/1","2050/12/31","88.28","9"
"BSS互联网","82971008","亲情1+3G版B2计划(45-54-64)宽带成员产品(区县)","2010/12/1","2050/12/31","3465","61"
"BSS固定电话","82951001","亲情无线手机版49元固话成员产品(市区)","2011/1/1","2050/12/31","197894.8","10717"
"BSS固定电话","82951002","亲情无线手机版49元固话成员产品(区县)","2011/1/1","2050/12/31","147059.79","7873"
"BSS固定电话","82971012","亲情1+3G版B1计划66元套餐固话成员产品(区县)","2011/3/1","2050/12/31","3887.78","352"
"BSS固定电话","82971013","亲情1+3G版B1计划46元套餐固话成员产品(市区)","2011/3/1","2050/12/31","862.18","32"
"BSS固定电话","82951009","亲情无线手机版79元固话成员产品(区县)","2011/1/1","2050/12/31","7528.58","236"
"BSS固定电话","82981008","沃家庭套餐固话成员产品(区县600分钟)","2010/11/1","2050/12/31","0","0"
"BSS固定电话","82220026","沃商务固话成员产品","2012/2/14","2050/12/31","3704331.14","74269"
"BSS互联网增值业务","10002359","集团彩信共享条数(总部接入)产品","2013/6/1","2050/12/31","0","0"
"BSS固定电话","80001366","亲情随身竞争资费区县29元固话成员产品","2012/8/10","2050/12/31","9554.98","849"
"BSS互联网","10002060","宝视通标清(384K)(专线标准-港澳台)","2012/10/1","2050/12/31","0","0"
"BSS固定电话","82220036","沃商务自由版固话成员产品","2013/3/1","2050/12/31","101497.2","3334"
"BSS语音增值业务","82993614","电话导航-查询转接1年600元","2013/5/1","2050/12/31","0","0"
"BSS互联网增值业务","80000402","邮件安全云服务产品","2013/9/1","2050/12/31","0","0"
"BSS互联网增值业务","80000410","托管式企业邮箱产品340元包月","2013/9/1","2050/12/31","0","0"
"BSS互联网增值业务","80000415","商户通产品15元版","2013/9/1","2050/12/31","0","0"
"BSS互联网增值业务","80000428","e信通产品包月套餐5000元","2013/9/1","2050/12/31","0","0"
"BSS互联网增值业务","80000430","联通企业通讯录（客户维系版)产品0.05元/条","2013/9/1","2050/12/31","0","0"
"BSS互联网增值业务","80000448","商务管家产品","2013/9/1","2050/12/31","0","0"
"BSS互联网增值业务","80000440","企业通讯录（内部办公版)产品(2250*购买数量)元/月","2013/9/1","2050/12/31","0","0"
"BSS互联网","81103017","市区铜线区域-720元包年促销政策-宽带产品","2014/12/1","2050/12/31","0","0"
"BSS网元出租","81002977","本地MPLS-VPN","2015/11/1","2050/12/31","4854789.37","7665"
"BSS互联网","80003086","乙种包月单产品（楼宇版）","2016/9/1","2050/12/31","2882.5","22"
"BSS互联网","82960038","互联王A-200M宽带成员产品","2016/12/1","2050/12/31","44.8","2"
"BSS互联网","82960056","互联王B包年-宽带成员产品","2017/5/1","2050/12/31","12194.5","136"
"BSS互联网","82960067","互联王B-区县300M宽带成员产品","2017/5/1","2050/12/31","90","1"
"BSS互联网","82960068","互联王B-市区500M宽带成员产品","2017/5/1","2050/12/31","0","0"
"BSS互联网","80004015","宽带合作方","2017/6/1","2050/12/31","0","0"
"BSS互联网","81103022","宿舍宽带-100M","2017/8/15 21:41:57","2050/12/31","0","0"
"BSS公话","81103021","宿舍固话","2017/8/15 21:41:59","2050/12/31","0","0"
"BSS互联网","80004010","宽带合作方(赞普)","2017/11/1","2050/12/31","0","0"
"BSS互联网","80004066","宽带合作方(方正)","2017/12/1","2050/12/31","0","0"
"BSS互联网","80004068","宽带合作方(海泰)","2018/1/1","2050/12/31","0","0"
"BSS互联网","80004114","201宽带","2018/8/1","2050/12/31","218917.44","5488"
"BSS固定电话","23000546","迁网不改号-固话 亲情套餐30元包500分钟（新）","2018/8/1","2050/12/31","8659.45","332"
"BSS互联网","77440045","1M后付费每月 450(大客户)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440019","(计费中心)2M预付05个月","2009/9/13","2050/12/31","0","0"
"BSS互联网","77446032","升速3后50M后付费(商业)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440022","(计费中心)2M预付08个月","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440001","1M预付费(家庭)","2009/9/13","2050/12/31","874.56","32"
